consommation_totale,production_totale,temperature_reelle_lissee,pseudo_rayonnement,production_photovoltaique,production_eolien,hour,dayofweek,is_weekend,temperature_normale_lissee
40437298568.0,17245908780.0,11.9,34,11129711666.0,3621648853.0,12,4,0,11.0
40000296185.0,17261810113.0,11.9,34,11021088633.0,3754780729.0,12,4,0,0.0
39792967041.0,17117410243.0,11.9,35,10750984585.0,3885047221.0,13,4,0,11.1
39239330446.0,17137372593.0,11.9,35,10560570381.0,4091117438.0,13,4,0,0.0
38711331746.0,17142892959.0,11.9,36,10269711642.0,4370348877.0,13,4,0,11.2
38305261101.0,17105680220.0,11.9,36,9932717909.0,4672583946.0,13,4,0,0.0
38095357957.0,16866992094.0,11.9,37,9341144556.0,5009978600.0,14,4,0,11.3
37700635185.0,16595051642.0,11.9,37,8764390324.0,5334682917.0,14,4,0,0.0
37359824082.0,16296022126.0,11.9,38,8167618756.0,5633169132.0,14,4,0,11.3
37018531317.0,15898832512.0,11.9,38,7531814132.0,5873513184.0,14,4,0,0.0
36722197546.0,15271382253.0,12.0,39,6852183910.0,5895401214.0,15,4,0,11.4
36471965008.0,14512318152.0,12.0,39,6176789720.0,5798563738.0,15,4,0,0.0
36280490937.0,13746998204.0,11.8,41,5464899337.0,5707599852.0,15,4,0,11.3
36333647513.0,12963959711.0,11.8,41,4740791880.0,5700767524.0,15,4,0,0.0
36430797920.0,12333454156.0,11.6,44,4008071005.0,5784968021.0,16,4,0,11.1
36573115832.0,11579240981.0,11.6,44,3270308479.0,5770796358.0,16,4,0,0.0
36911918124.0,10753868198.0,11.5,47,2533040544.0,5685742569.0,16,4,0,10.9
37451346418.0,10021071775.0,11.5,47,1845923993.0,5627892877.0,16,4,0,0.0
38250621527.0,9380353732.0,11.3,49,1283573259.0,5541802337.0,17,4,0,10.8
38956274188.0,8866748906.0,11.3,49,809573304.0,5469292878.0,17,4,0,0.0
39948567137.0,8561583455.0,11.1,52,454136719.0,5528823642.0,17,4,0,10.6
41002549118.0,8246599632.0,11.1,52,212356749.0,5449574812.0,17,4,0,0.0
41700416835.0,8086219836.0,11.0,54,80717504.0,5412642321.0,18,4,0,10.4
41957597576.0,8006197940.0,11.0,54,22276175.0,5370876849.0,18,4,0,0.0
42003407837.0,7943061750.0,10.8,55,5428858.0,5345204242.0,18,4,0,10.2
41915746885.0,7965927344.0,10.8,55,4197700.0,5365957931.0,18,4,0,0.0
41368013333.0,7941801211.0,10.7,56,3870529.0,5383463418.0,19,4,0,10.1
40690705701.0,8104552655.0,10.7,56,3551834.0,5565819100.0,19,4,0,0.0
40057760384.0,8203284575.0,10.6,57,3321082.0,5658610625.0,19,4,0,9.9
39497766705.0,8233291462.0,10.6,57,3105755.0,5696026996.0,19,4,0,0.0
39295644220.0,8344789736.0,10.5,58,2973106.0,5818437240.0,20,4,0,9.8
38779395012.0,8523841084.0,10.5,58,2661351.0,6016301855.0,20,4,0,0.0
38497723285.0,8571726004.0,10.4,59,2500560.0,6074714505.0,20,4,0,9.7
38026357133.0,8665522470.0,10.4,59,2646108.0,6157229368.0,20,4,0,0.0
38957139125.0,8690404508.0,10.3,59,2527749.0,6153088445.0,21,4,0,9.6
38948811695.0,8880737426.0,10.3,59,2374948.0,6380951189.0,21,4,0,0.0
40258308427.0,9246673712.0,10.3,60,2345075.0,6728675287.0,21,4,0,9.6
40150796489.0,9295041260.0,10.3,60,2200877.0,6796074290.0,21,4,0,0.0
40029464194.0,9351823706.0,10.3,61,2159887.0,6850578701.0,22,4,0,9.6
39441972897.0,9362257538.0,10.3,61,2091399.0,6854057101.0,22,4,0,0.0
39851928514.0,9372707769.0,10.3,62,1966021.0,6871699802.0,22,4,0,9.6
39149991250.0,9511443282.0,10.3,62,1928440.0,7022599160.0,22,4,0,0.0
